Test 0 THREADS,Iterations,1000,START,17:55:23
Test 0 THREADS,Iterations,1000,END,17:55:23
Test 0 THREADS,Iterations,10000,START,17:55:27
Test 0 THREADS,Iterations,10000,END,17:55:27
Test 0 THREADS,Iterations,100000,START,17:55:31
Test 0 THREADS,Iterations,100000,END,17:55:35
Test 0 THREADS,Iterations,1000000,START,17:55:39
Test 0 THREADS,Iterations,1000000,END,17:56:16
Test 0 THREADS,Iterations,10000000,START,17:56:20
Test 0 THREADS,Iterations,10000000,END,18:02:41
